,cat,dataset,path
1184,2,anpr,/home/gopik/github/cnn/data/anpr_chars/2-2-CROPPED_2014-10-14.101613.IMAGE.101613.image.jpg
1185,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-2-CROPPED_2014-10-01.163615.IMAGE.163615.image.jpg
1186,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-1-CROPPED_2014-10-05.153052.IMAGES.153052.images.jpg
1187,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-0-CROPPED_HK07BUH-2014-12-05.143606.-IMAGE.143606.-image.jpg
1188,G,anpr,/home/gopik/github/cnn/data/anpr_chars/G-2-CROPPED_2014-10-16.150935.IMAGE.150935.image.jpg
1189,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-1-CROPPED_2014-10-21.102153.IMAGE.102153.image.jpg
1190,J,anpr,/home/gopik/github/cnn/data/anpr_chars/J-1-CROPPED_2014-10-06.225502.IMAG1035.225502.IMAG1035.jpg
1191,J,anpr,/home/gopik/github/cnn/data/anpr_chars/J-0-CROPPED_-2014-11-16.171402.-IMAGE.171402.-image.jpg
1192,9,anpr,/home/gopik/github/cnn/data/anpr_chars/9-1-CROPPED_2014-09-23.131913.IMAGE.131913.image.jpg
1193,6,anpr,/home/gopik/github/cnn/data/anpr_chars/6-0-CROPPED_2014-10-21.133408.IMAGE.133408.image.jpg
1194,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-0-CROPPED_2014-09-30.114424.IMAGE.114424.image.jpg
1195,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-0-CROPPED_2014-10-09.105321.IMAGE.105321.image.jpg
1196,4,anpr,/home/gopik/github/cnn/data/anpr_chars/4-1-CROPPED_2014-10-06.230300.IMAGE.230300.image.jpg
1197,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-0-CROPPED_2014-10-17.142841.IMAGE.142841.image.jpg
1198,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-1-CROPPED_-2014-11-16.171402.-IMAGE.171402.-image.jpg
1199,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-1-CROPPED_2014-09-25.200727.20140925_200428-1.200727.20140925_200428-1.jpg
1200,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-2-CROPPED_2014-10-29.131421.IMAGE.131421.image.jpg
1201,7,anpr,/home/gopik/github/cnn/data/anpr_chars/7-0-CROPPED_-2014-11-26.154754.-IMAGE.154754.-image.jpg
1202,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-2-CROPPED_-2014-11-16.221214.-IMAGE.221214.-image.jpg
1203,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-1-CROPPED_2014-09-25.151644.IMAGE.151644.image.jpg
1204,B,anpr,/home/gopik/github/cnn/data/anpr_chars/B-0-CROPPED_2014-10-03.204931.IMAGE.204931.image.jpg
1205,X,anpr,/home/gopik/github/cnn/data/anpr_chars/X-1-CROPPED_2014-10-22.212317.IMAGE.212317.image.jpg
1206,D,anpr,/home/gopik/github/cnn/data/anpr_chars/D-0-CROPPED_DG03TTE-2014-11-18.060026.-IMAGE.060026.-image.jpg
1207,B,anpr,/home/gopik/github/cnn/data/anpr_chars/B-0-CROPPED_HK07BUH-2014-12-05.143606.-IMAGE.143606.-image.jpg
1208,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-1-CROPPED_2014-09-15.131846.1410779708506.131846.1410779708506.jpg
1209,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-0-CROPPED_FL53GXN-2014-11-23.171423.-IMAGE.171423.-image.jpg
1210,J,anpr,/home/gopik/github/cnn/data/anpr_chars/J-2-CROPPED_2014-10-14.101613.IMAGE.101613.image.jpg
1211,L,anpr,/home/gopik/github/cnn/data/anpr_chars/L-1-CROPPED_2014-09-25.163206.IMAGE.163206.image.jpg
1212,D,anpr,/home/gopik/github/cnn/data/anpr_chars/D-1-CROPPED_F4APY-2014-11-16.170634.-IMAGE.170634.-image.jpg
1213,S,anpr,/home/gopik/github/cnn/data/anpr_chars/S-0-CROPPED_2014-09-26.105435.IMAGE.105435.image.jpg
1214,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-2-CROPPED_2014-10-17.205413.IMAGE.205413.image.jpg
1215,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-0-CROPPED_2014-10-23.114550.IMAGE.114550.image.jpg
1216,J,anpr,/home/gopik/github/cnn/data/anpr_chars/J-1-CROPPED_MA64YJN-2014-11-20.145715.-IMAGE.145715.-image.jpg
1217,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_2014-09-15.131846.1410779708506.131846.1410779708506.jpg
1218,O,anpr,/home/gopik/github/cnn/data/anpr_chars/O-0-CROPPED_2014-10-09.113135.IMAGE.113135.image.jpg
1219,9,anpr,/home/gopik/github/cnn/data/anpr_chars/9-2-CROPPED_2014-10-25.173144.IMAGE.173144.image.jpg
1220,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_2014-09-29.105902.20140929_105746.105902.20140929_105746.jpg
1221,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-2-CROPPED_2014-10-09.113135.IMAGE.113135.image.jpg
1222,9,anpr,/home/gopik/github/cnn/data/anpr_chars/9-2-CROPPED_2014-10-29.140836.IMAGE.140836.image.jpg
1223,U,anpr,/home/gopik/github/cnn/data/anpr_chars/U-1-CROPPED_2014-09-17.154604.IMAGE.154604.image.jpg
1224,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_2014-10-25.122818.IMAGE.122818.image.jpg
1225,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-1-CROPPED_-2014-11-17.120440.-IMAGE.120440.-image.jpg
1226,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-0-CROPPED_2014-09-15.114959.IMAGE.114959.image.jpg
1227,7,anpr,/home/gopik/github/cnn/data/anpr_chars/7-0-CROPPED_2014-10-23.133448.IMAGE.133448.image.jpg
1228,L,anpr,/home/gopik/github/cnn/data/anpr_chars/L-1-CROPPED_2014-09-29.105902.20140929_105746.105902.20140929_105746.jpg
1229,7,anpr,/home/gopik/github/cnn/data/anpr_chars/7-0-CROPPED_2014-10-30.200154.IMAGE.200154.image.jpg
1230,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-1-CROPPED_2014-09-17.154604.IMAGE.154604.image.jpg
1231,T,anpr,/home/gopik/github/cnn/data/anpr_chars/T-0-CROPPED_2014-09-16.142651.IMAGE.142651.image.jpg
1232,T,anpr,/home/gopik/github/cnn/data/anpr_chars/T-2-CROPPED_2014-10-08.054906.IMAGE.054906.image.jpg
1233,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-1-CROPPED_2014-10-26.123855.IMAGE.123855.image.jpg
1234,L,anpr,/home/gopik/github/cnn/data/anpr_chars/L-0-CROPPED_2014-10-16.102836.IMAGE.102836.image.jpg
1235,W,anpr,/home/gopik/github/cnn/data/anpr_chars/W-1-CROPPED_2014-09-18.144759.IMAGE.144759.image.jpg
1236,Z,anpr,/home/gopik/github/cnn/data/anpr_chars/Z-0-CROPPED_-2014-11-30.215345.-IMAGE.215345.-image.jpg
1237,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-1-CROPPED_2014-10-01.151025.IMAGE.151025.image.jpg
1238,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-1-CROPPED_WN08TYO-2014-11-06.100001.-IMAGE.100001.-image.jpg
1239,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-0-CROPPED_2014-10-29.131743.IMAGE.131743.image.jpg
1240,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-0-CROPPED_2014-09-23.125202.IMG_4875.125202.IMG_4875.jpg
1241,T,anpr,/home/gopik/github/cnn/data/anpr_chars/T-0-CROPPED_2014-10-01.144803.IMAGE.144803.image.jpg
1242,U,anpr,/home/gopik/github/cnn/data/anpr_chars/U-2-CROPPED_HK07BUH-2014-12-05.143606.-IMAGE.143606.-image.jpg
1243,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_2014-10-18.164210.IMAGE.164210.image.jpg
1244,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-0-CROPPED_2014-10-27.145827.IMAGE.145827.image.jpg
1245,B,anpr,/home/gopik/github/cnn/data/anpr_chars/B-1-CROPPED_FL02UBB-2014-12-09.160807.-IMAGE.160807.-image.jpg
1246,B,anpr,/home/gopik/github/cnn/data/anpr_chars/B-0-CROPPED_2014-10-14.101845.IMAGE.101845.image.jpg
1247,L,anpr,/home/gopik/github/cnn/data/anpr_chars/L-2-CROPPED_2014-10-29.140836.IMAGE.140836.image.jpg
1248,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_-2014-11-16.171402.-IMAGE.171402.-image.jpg
1249,J,anpr,/home/gopik/github/cnn/data/anpr_chars/J-1-CROPPED_2014-10-20.094637.20141020_094010.094637.20141020_094010.jpg
1250,6,anpr,/home/gopik/github/cnn/data/anpr_chars/6-1-CROPPED_BG60KWO-2014-11-07.125348.-IMAGE.125348.-image.jpg
1251,X,anpr,/home/gopik/github/cnn/data/anpr_chars/X-0-CROPPED_2014-10-10.115304.IMAGE.115304.image.jpg
1252,T,anpr,/home/gopik/github/cnn/data/anpr_chars/T-1-CROPPED_2014-10-07.213812.1411559522589.213812.1411559522589.jpg
1253,2,anpr,/home/gopik/github/cnn/data/anpr_chars/2-0-CROPPED_-2014-11-30.151029.-IMAGE.151029.-image.jpg
1254,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-1-CROPPED_J441AJF-2014-11-06.154010.-IMAGE.154010.-image.jpg
1255,6,anpr,/home/gopik/github/cnn/data/anpr_chars/6-1-CROPPED_-2014-11-30.215513.-IMAGE.215513.-image.jpg
1256,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-2-CROPPED_K03GVY-2014-11-16.171214.-IMAGE.171214.-image.jpg
1257,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_2014-09-18.064646.IMAGE.064646.image.jpg
1258,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-1-CROPPED_2014-10-25.144407.IMAGE.144407.image.jpg
1259,V,anpr,/home/gopik/github/cnn/data/anpr_chars/V-0-CROPPED_2014-10-28.123036.IMAGE.123036.image.jpg
1260,B,anpr,/home/gopik/github/cnn/data/anpr_chars/B-0-CROPPED_2014-09-30.155504.20140930_154915.155504.20140930_154915.jpg
1261,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-1-CROPPED_2014-10-23.133550.IMAGE.133550.image.jpg
1262,2,anpr,/home/gopik/github/cnn/data/anpr_chars/2-1-CROPPED_-2014-11-30.215513.-IMAGE.215513.-image.jpg
1263,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-2-CROPPED_-2014-11-05.094624.-IMAGE.094624.-image.jpg
1264,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-2-CROPPED_2014-10-25.141819.IMAGE.141819.image.jpg
1265,O,anpr,/home/gopik/github/cnn/data/anpr_chars/O-0-CROPPED_2014-10-23.143156.IMG-20141023-WA0046.143156.IMG-20141023-WA0046.jpg
1266,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-2-CROPPED_2014-10-17.142841.IMAGE.142841.image.jpg
1267,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-2-CROPPED_2014-10-10.125637.IMAGE.125637.image.jpg
1268,6,anpr,/home/gopik/github/cnn/data/anpr_chars/6-1-CROPPED_FA06AEZ-2014-11-22.162309.-IMAGE.162309.-image.jpg
1269,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-1-CROPPED_2014-10-29.102018.IMAGE.102018.image.jpg
1270,9,anpr,/home/gopik/github/cnn/data/anpr_chars/9-0-CROPPED_2014-10-23.114550.IMAGE.114550.image.jpg
1271,Z,anpr,/home/gopik/github/cnn/data/anpr_chars/Z-1-CROPPED_2014-10-18.100925.IMAGE.100925.image.jpg
1272,X,anpr,/home/gopik/github/cnn/data/anpr_chars/X-1-CROPPED_2014-09-18.124958.IMAGE.124958.image.jpg
1273,2,anpr,/home/gopik/github/cnn/data/anpr_chars/2-0-CROPPED_2014-09-17.154604.IMAGE.154604.image.jpg
1274,T,anpr,/home/gopik/github/cnn/data/anpr_chars/T-0-CROPPED_2014-09-15.114959.IMAGE.114959.image.jpg
1275,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-1-CROPPED_2014-09-29.105902.20140929_105746.105902.20140929_105746.jpg
1276,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-1-CROPPED_2014-09-17.103606.IMAGE.103606.image.jpg
1277,C,anpr,/home/gopik/github/cnn/data/anpr_chars/C-0-CROPPED_2014-10-21.140229.IMAGE.140229.image.jpg
1278,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-0-CROPPED_2014-10-08.144549.IMAGE.144549.image.jpg
1279,W,anpr,/home/gopik/github/cnn/data/anpr_chars/W-0-CROPPED_2014-09-08.181923.IMAGE.181923.image.jpg
1280,V,anpr,/home/gopik/github/cnn/data/anpr_chars/V-0-CROPPED_2014-10-28.211918.IMAGE.211918.image.jpg
1281,T,anpr,/home/gopik/github/cnn/data/anpr_chars/T-1-CROPPED_2014-10-01.161748.IMAGE.161748.image.jpg
1282,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-2-CROPPED_2014-10-01.144803.IMAGE.144803.image.jpg
1283,7,anpr,/home/gopik/github/cnn/data/anpr_chars/7-1-CROPPED_2014-09-30.155504.20140930_154915.155504.20140930_154915.jpg
1284,J,anpr,/home/gopik/github/cnn/data/anpr_chars/J-2-CROPPED_-2014-11-16.220524.-IMAGE.220524.-image.jpg
1285,G,anpr,/home/gopik/github/cnn/data/anpr_chars/G-1-CROPPED_-2014-12-10.134943.-IMAGE.134943.-image.jpg
1286,3,anpr,/home/gopik/github/cnn/data/anpr_chars/3-2-CROPPED_2014-10-07.130446.IMAGE.130446.image.jpg
1287,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-2-CROPPED_2014-10-16.131540.IMAGE.131540.image.jpg
1288,4,anpr,/home/gopik/github/cnn/data/anpr_chars/4-0-CROPPED_MA64YJN-2014-11-20.145715.-IMAGE.145715.-image.jpg
1289,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-1-CROPPED_2014-10-25.122818.IMAGE.122818.image.jpg
1290,R,anpr,/home/gopik/github/cnn/data/anpr_chars/R-0-CROPPED_2014-09-30.104307.IMAGE.104307.image.jpg
1291,S,anpr,/home/gopik/github/cnn/data/anpr_chars/S-1-CROPPED_2014-10-25.173144.IMAGE.173144.image.jpg
1292,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-0-CROPPED_2014-10-28.123611.IMAGE.123611.image.jpg
1293,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-1-CROPPED_2014-10-28.211918.IMAGE.211918.image.jpg
1294,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-0-CROPPED_2014-10-19.170949.IMAGE.170949.image.jpg
1295,O,anpr,/home/gopik/github/cnn/data/anpr_chars/O-2-CROPPED_2014-10-14.101613.IMAGE.101613.image.jpg
1296,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-2-CROPPED_2014-11-03.142813.IMAGE.142813.image.jpg
1297,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-0-CROPPED_DV55YKH-2014-12-11.102306.-IMAGE.102306.-image.jpg
1298,G,anpr,/home/gopik/github/cnn/data/anpr_chars/G-0-CROPPED_2014-10-26.123855.IMAGE.123855.image.jpg
1299,D,anpr,/home/gopik/github/cnn/data/anpr_chars/D-1-CROPPED_2014-10-18.112449.IMAGE.112449.image.jpg
1300,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-0-CROPPED_2014-09-25.130414.1411642705618.130414.1411642705618.jpg
1301,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-2-CROPPED_-2014-11-16.220524.-IMAGE.220524.-image.jpg
1302,O,anpr,/home/gopik/github/cnn/data/anpr_chars/O-0-CROPPED_2014-10-22.104615.IMAGE.104615.image.jpg
1303,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-0-CROPPED_FT57LWR-2014-12-04.190106.-IMAG1229.190106.-IMAG1229.jpg
1304,6,anpr,/home/gopik/github/cnn/data/anpr_chars/6-0-CROPPED_2014-10-28.215139.IMAGE.215139.image.jpg
1305,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-0-CROPPED_2014-09-28.143015.20140928_141541.143015.20140928_141541.jpg
1306,B,anpr,/home/gopik/github/cnn/data/anpr_chars/B-0-CROPPED_2014-10-23.131415.IMAGE.131415.image.jpg
1307,R,anpr,/home/gopik/github/cnn/data/anpr_chars/R-0-CROPPED_-2014-11-24.134153.-IMAGE.134153.-image.jpg
1308,U,anpr,/home/gopik/github/cnn/data/anpr_chars/U-1-CROPPED_2014-09-25.115944.IMAGE.115944.image.jpg
1309,J,anpr,/home/gopik/github/cnn/data/anpr_chars/J-0-CROPPED_2014-10-03.222334.IMAGE.222334.image.jpg
1310,U,anpr,/home/gopik/github/cnn/data/anpr_chars/U-0-CROPPED_2014-09-18.121039.1411034822619.121039.1411034822619.jpg
1311,4,anpr,/home/gopik/github/cnn/data/anpr_chars/4-0-CROPPED_DK04UUE-2014-11-27.151141.-IMAGE.151141.-image.jpg
1312,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-1-CROPPED_2014-10-14.101613.IMAGE.101613.image.jpg
1313,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-0-CROPPED_-2014-11-18.164305.-IMAGE.164305.-image.jpg
1314,O,anpr,/home/gopik/github/cnn/data/anpr_chars/O-1-CROPPED_2014-10-22.104615.IMAGE.104615.image.jpg
1315,W,anpr,/home/gopik/github/cnn/data/anpr_chars/W-1-CROPPED_2014-09-29.104238.IMAGE.104238.image.jpg
1316,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-1-CROPPED_-2014-11-16.220919.-IMAGE.220919.-image.jpg
1317,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-0-CROPPED_-2014-11-16.220524.-IMAGE.220524.-image.jpg
1318,R,anpr,/home/gopik/github/cnn/data/anpr_chars/R-0-CROPPED_2014-10-28.125600.IMAGE.125600.image.jpg
1319,2,anpr,/home/gopik/github/cnn/data/anpr_chars/2-1-CROPPED_2014-10-14.101845.IMAGE.101845.image.jpg
1320,X,anpr,/home/gopik/github/cnn/data/anpr_chars/X-0-CROPPED_-2014-11-05.094120.-IMAGE.094120.-image.jpg
1321,O,anpr,/home/gopik/github/cnn/data/anpr_chars/O-1-CROPPED_2014-09-25.163206.IMAGE.163206.image.jpg
1322,C,anpr,/home/gopik/github/cnn/data/anpr_chars/C-0-CROPPED_2014-09-24.130544.IMAGE.130544.image.jpg
1323,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-0-CROPPED_2014-10-21.102153.IMAGE.102153.image.jpg
1324,G,anpr,/home/gopik/github/cnn/data/anpr_chars/G-1-CROPPED_2014-09-16.164709.IMAGE.164709.image.jpg
1325,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-0-CROPPED_2014-10-16.150935.IMAGE.150935.image.jpg
1326,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-1-CROPPED_2014-10-27.135745.IMAGE.135745.image.jpg
1327,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-1-CROPPED_2014-09-23.112231.20140923_111908.112231.20140923_111908.jpg
1328,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-2-CROPPED_-2014-11-16.171402.-IMAGE.171402.-image.jpg
1329,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-1-CROPPED_2014-10-23.131415.IMAGE.131415.image.jpg
1330,L,anpr,/home/gopik/github/cnn/data/anpr_chars/L-0-CROPPED_2014-10-24.115820.IMAGE.115820.image.jpg
1331,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-2-CROPPED_FA06AEZ-2014-11-22.162309.-IMAGE.162309.-image.jpg
1332,V,anpr,/home/gopik/github/cnn/data/anpr_chars/V-0-CROPPED_2014-10-25.122818.IMAGE.122818.image.jpg
1333,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-0-CROPPED_F64WWS-2014-12-05.120437.-IMAGE.120437.-image.jpg
1334,D,anpr,/home/gopik/github/cnn/data/anpr_chars/D-1-CROPPED_2014-10-02.122243.IMAGE.122243.image.jpg
1335,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-1-CROPPED_2014-09-16.123719.20140916_101912.123719.20140916_101912.jpg
1336,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-1-CROPPED_2014-09-16.132730.1410866757832.132730.1410866757832.jpg
1337,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-1-CROPPED_2014-10-02.122243.IMAGE.122243.image.jpg
1338,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-2-CROPPED_2014-10-19.170949.IMAGE.170949.image.jpg
1339,S,anpr,/home/gopik/github/cnn/data/anpr_chars/S-0-CROPPED_2014-10-26.015943.1414284342078.015943.1414284342078.jpg
1340,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-0-CROPPED_2014-10-07.212200.IMAGES.212200.images.jpg
1341,6,anpr,/home/gopik/github/cnn/data/anpr_chars/6-1-CROPPED_2014-10-07.213812.1411559522589.213812.1411559522589.jpg
1342,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-0-CROPPED_L1MXA-2014-11-22.161623.-IMAGE.161623.-image.jpg
1343,4,anpr,/home/gopik/github/cnn/data/anpr_chars/4-2-CROPPED_2014-10-25.144407.IMAGE.144407.image.jpg
1344,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_BG09TNO-2014-11-25.141851.-IMAGE.141851.-image.jpg
1345,E,anpr,/home/gopik/github/cnn/data/anpr_chars/E-0-CROPPED_2014-09-23.124146.AUDIS4285.124146.audis4285.jpg
1346,U,anpr,/home/gopik/github/cnn/data/anpr_chars/U-2-CROPPED_2014-10-01.112953.1412159334812.112953.1412159334812.jpg
1347,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-0-CROPPED_WPZ232-2014-12-09.141914.-IMAGE.141914.-image.jpg
1348,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-1-CROPPED_2014-10-22.105744.IMAGE.105744.image.jpg
1349,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-0-CROPPED_2014-09-10.231224.2013-10-03.100000.1380790791995.231224.2013-10-03.100000.1380790791995.jpg
1350,L,anpr,/home/gopik/github/cnn/data/anpr_chars/L-2-CROPPED_-2014-11-16.220919.-IMAGE.220919.-image.jpg
1351,R,anpr,/home/gopik/github/cnn/data/anpr_chars/R-1-CROPPED_2014-10-22.110153.IMAGE.110153.image.jpg
1352,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-1-CROPPED_2014-09-19.101724.IMAGE.101724.image.jpg
1353,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-0-CROPPED_2014-09-26.152321.IMAGE.152321.image.jpg
1354,9,anpr,/home/gopik/github/cnn/data/anpr_chars/9-2-CROPPED_2014-10-25.183246.IMAGE.183246.image.jpg
1355,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-1-CROPPED_2014-09-26.131236.IMAGE.131236.image.jpg
1356,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-0-CROPPED_2014-09-30.110731.1412068000290.110731.1412068000290.jpg
1357,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-0-CROPPED_2014-10-18.112449.IMAGE.112449.image.jpg
1358,U,anpr,/home/gopik/github/cnn/data/anpr_chars/U-0-CROPPED_2014-09-17.154604.IMAGE.154604.image.jpg
1359,Z,anpr,/home/gopik/github/cnn/data/anpr_chars/Z-0-CROPPED_2014-10-10.104907.IMAGE.104907.image.jpg
1360,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-1-CROPPED_2014-09-17.112927.IMAGE.112927.image.jpg
1361,B,anpr,/home/gopik/github/cnn/data/anpr_chars/B-2-CROPPED_2014-09-23.153942.IMAGE.153942.image.jpg
1362,6,anpr,/home/gopik/github/cnn/data/anpr_chars/6-0-CROPPED_2014-10-20.094637.20141020_094010.094637.20141020_094010.jpg
1363,C,anpr,/home/gopik/github/cnn/data/anpr_chars/C-0-CROPPED_2014-10-07.130446.IMAGE.130446.image.jpg
1364,B,anpr,/home/gopik/github/cnn/data/anpr_chars/B-0-CROPPED_2014-10-16.103607.IMAGE.103607.image.jpg
1365,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-2-CROPPED_WN08TYO-2014-11-06.100001.-IMAGE.100001.-image.jpg
1366,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-1-CROPPED_2014-09-30.104307.IMAGE.104307.image.jpg
1367,L,anpr,/home/gopik/github/cnn/data/anpr_chars/L-1-CROPPED_FT57LWR-2014-12-04.190106.-IMAG1229.190106.-IMAG1229.jpg
1368,B,anpr,/home/gopik/github/cnn/data/anpr_chars/B-2-CROPPED_2014-09-30.120449.IMAGE.120449.image.jpg
1369,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-0-CROPPED_2014-09-18.121039.1411034822619.121039.1411034822619.jpg
1370,O,anpr,/home/gopik/github/cnn/data/anpr_chars/O-1-CROPPED_2014-09-16.142651.IMAGE.142651.image.jpg
1371,C,anpr,/home/gopik/github/cnn/data/anpr_chars/C-1-CROPPED_2014-10-16.101650.20141016_101604.101650.20141016_101604.jpg
1372,D,anpr,/home/gopik/github/cnn/data/anpr_chars/D-0-CROPPED_2014-10-18.140933.IMAGE.140933.image.jpg
1373,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-1-CROPPED_2014-09-18.104226.IMAGE.104226.image.jpg
1374,2,anpr,/home/gopik/github/cnn/data/anpr_chars/2-2-CROPPED_2014-10-18.112449.IMAGE.112449.image.jpg
1375,W,anpr,/home/gopik/github/cnn/data/anpr_chars/W-1-CROPPED_2014-10-30.233840.IMAGE.233840.image.jpg
1376,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-0-CROPPED_2014-10-18.144041.IMG-20141018-WA0027.144041.IMG-20141018-WA0027.jpg
1377,7,anpr,/home/gopik/github/cnn/data/anpr_chars/7-1-CROPPED_2014-10-23.101755.IMG-20141023-WA0011.101755.IMG-20141023-WA0011.jpg
1378,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-1-CROPPED_F64WWS-2014-12-05.120437.-IMAGE.120437.-image.jpg
1379,V,anpr,/home/gopik/github/cnn/data/anpr_chars/V-1-CROPPED_2014-09-19.133136.20140919_132438.133136.20140919_132438.jpg
1380,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-0-CROPPED_2014-09-19.101724.IMAGE.101724.image.jpg
1381,V,anpr,/home/gopik/github/cnn/data/anpr_chars/V-2-CROPPED_2014-09-23.153942.IMAGE.153942.image.jpg
1382,G,anpr,/home/gopik/github/cnn/data/anpr_chars/G-0-CROPPED_BG60KWO-2014-11-07.125348.-IMAGE.125348.-image.jpg
1383,U,anpr,/home/gopik/github/cnn/data/anpr_chars/U-0-CROPPED_2014-10-20.164834.IMAGE.164834.image.jpg
1384,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-0-CROPPED_2014-10-16.131540.IMAGE.131540.image.jpg
1385,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-0-CROPPED_2014-11-03.142813.IMAGE.142813.image.jpg
1386,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-2-CROPPED_2014-10-21.102153.IMAGE.102153.image.jpg
